date,road,fixed_corridor,observation_time,time_block,day,weather,temperature,rain_chance,traffic_level,traffic_score,traffic_pattern,congestion_location,day_encoded,traffic_pattern_encoded,traffic_level_encoded,congestion_location_encoded
2026-08-10,funsho williams avenue,unknown,2026-08-19 18:38:00,2026-08-19 18:00:00,Friday,heavy rain,22.6,0.52,high,3,Y/R,junction,4,5,2.0,2
2026-08-18,lagos-ibadan expressway,ojota-berger,2026-08-19 20:00:00,2026-08-19 20:00:00,Saturday,heavy rain,22.7,0.58,medium,2,Y,junction,5,1,1.0,2
2026-08-09,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 08:47:00,2026-08-19 08:00:00,Wednesday,cloudy,26.2,0.14,high,3,Y/R,road segment,2,5,2.0,1
2026-08-29,lagos-badagry expressway,mile2-festac,2026-08-19 08:29:00,2026-08-19 08:00:00,Friday,partly sunny,25.7,0.07,medium,2,Y/R,junction,4,5,1.0,2
2026-09-12,lagos-badagry expressway,mile2-festac,2026-08-19 14:37:00,2026-08-19 14:00:00,Wednesday,light rain,23.8,0.23,low,1,G/Y,road segment,2,3,0.0,1
2026-08-19,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 13:05:00,2026-08-19 13:00:00,Tuesday,heavy rain,23.1,0.8,low,1,G,none evident,1,0,0.0,0
2026-08-21,ikorodu road,unknown,2026-08-19 16:12:00,2026-08-19 16:00:00,Thursday,cloudy,25.5,0.19,high,3,Y/R,junction,3,5,2.0,2
2026-08-12,lagos-ibadan expressway,ojota-berger,2026-08-19 22:22:00,2026-08-19 22:00:00,Friday,partly sunny,26.0,0.1,low,1,G,road segment,4,0,0.0,1
2026-08-17,lagos-badagry expressway,mile2-festac,2026-08-19 14:12:00,2026-08-19 14:00:00,Thursday,heavy rain,24.3,0.8,medium,2,G/Y/R,road segment,3,6,1.0,1
2026-08-15,ikorodu road,unknown,2026-08-19 15:59:00,2026-08-19 15:00:00,Tuesday,light rain,24.5,0.23,medium,2,Y,mixed,1,1,1.0,3
2026-08-24,apapa-oshodi expressway,mile2-oshodi,2026-08-19 12:17:00,2026-08-19 12:00:00,Wednesday,partly sunny,26.8,0.09,medium,2,G/Y/R,mixed,2,6,1.0,3
2026-09-07,lagos-badagry expressway,mile2-festac,2026-08-19 14:31:00,2026-08-19 14:00:00,Wednesday,light rain,23.9,0.4,low,1,G/Y,none evident,2,3,0.0,0
2026-08-13,ikorodu road,unknown,2026-08-19 13:42:00,2026-08-19 13:00:00,Tuesday,heavy rain,22.8,0.62,low,1,G/R,none evident,1,4,0.0,0
2026-09-10,lagos-ibadan expressway,ojota-berger,2026-08-19 12:37:00,2026-08-19 12:00:00,Tuesday,partly sunny,25.5,0.1,medium,2,Y/R,mixed,1,5,1.0,3
2026-09-09,lagos-badagry expressway,mile2-festac,2026-08-19 16:32:00,2026-08-19 16:00:00,Friday,partly sunny,25.9,0.13,high,3,Y/R,road segment,4,5,2.0,1
2026-08-05,third mainland bridge,oworonshole-adekunle,2026-08-19 16:05:00,2026-08-19 16:00:00,Monday,partly sunny,25.3,0.13,high,3,Y/R,mixed,0,5,2.0,3
2026-09-12,funsho williams avenue,unknown,2026-08-19 13:03:00,2026-08-19 13:00:00,Tuesday,heavy rain,23.6,0.82,low,1,G/R,road segment,1,4,0.0,1
2026-08-18,apapa-oshodi expressway,mile2-oshodi,2026-08-19 08:07:00,2026-08-19 08:00:00,Wednesday,mostly cloudy,25.2,0.12,high,3,G/Y/R,junction,2,6,2.0,2
2026-08-21,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 09:29:00,2026-08-19 09:00:00,Sunday,cloudy,25.0,0.17,medium,2,G/Y,mixed,6,3,1.0,3
2026-08-01,funsho williams avenue,unknown,2026-08-19 19:40:00,2026-08-19 19:00:00,Wednesday,heavy rain,24.2,0.63,medium,2,G/Y,road segment,2,3,1.0,1
2026-08-27,third mainland bridge,oworonshole-adekunle,2026-08-19 16:44:00,2026-08-19 16:00:00,Saturday,heavy rain,22.5,0.64,high,3,Y/R,road segment,5,5,2.0,1
2026-08-25,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 16:25:00,2026-08-19 16:00:00,Sunday,light rain,25.4,0.32,medium,2,Y/R,mixed,6,5,1.0,3
2026-09-09,funsho williams avenue,unknown,2026-08-19 09:02:00,2026-08-19 09:00:00,Thursday,light rain,24.5,0.36,high,3,R,junction,3,2,2.0,2
2026-08-12,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 20:44:00,2026-08-19 20:00:00,Thursday,light rain,23.2,0.35,low,1,G/Y,none evident,3,3,0.0,0
2026-08-09,third mainland bridge,oworonshole-adekunle,2026-08-19 10:17:00,2026-08-19 10:00:00,Monday,heavy rain,23.9,0.74,low,1,G/Y,road segment,0,3,0.0,1
2026-08-12,apapa-oshodi expressway,mile2-oshodi,2026-08-19 07:15:00,2026-08-19 07:00:00,Tuesday,mostly cloudy,25.0,0.15,high,3,G/Y/R,road segment,1,6,2.0,1
2026-08-04,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 11:07:00,2026-08-19 11:00:00,Monday,heavy rain,23.7,0.58,low,1,G/R,none evident,0,4,0.0,0
2026-08-17,funsho williams avenue,unknown,2026-08-19 11:50:00,2026-08-19 11:00:00,Wednesday,cloudy,27.4,0.2,low,1,G/Y,road segment,2,3,0.0,1
2026-09-15,third mainland bridge,oworonshole-adekunle,2026-08-19 06:38:00,2026-08-19 06:00:00,Thursday,mostly cloudy,26.4,0.14,low,1,G/Y,none evident,3,3,0.0,0
2026-09-15,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 20:34:00,2026-08-19 20:00:00,Sunday,heavy rain,22.2,0.68,low,1,G,road segment,6,0,0.0,1
2026-09-06,third mainland bridge,oworonshole-adekunle,2026-08-19 09:02:00,2026-08-19 09:00:00,Monday,partly sunny,27.4,0.15,high,3,G/Y/R,mixed,0,6,2.0,3
2026-09-11,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 12:49:00,2026-08-19 12:00:00,Tuesday,mostly cloudy,24.7,0.13,medium,2,Y,mixed,1,1,1.0,3
2026-08-30,lagos-badagry expressway,mile2-festac,2026-08-19 14:34:00,2026-08-19 14:00:00,Monday,mostly cloudy,26.1,0.16,medium,2,G/Y/R,mixed,0,6,1.0,3
2026-08-21,lagos-badagry expressway,mile2-festac,2026-08-19 09:15:00,2026-08-19 09:00:00,Friday,partly sunny,25.7,0.1,medium,2,Y/R,road segment,4,5,1.0,1
2026-08-12,lagos-ibadan expressway,ojota-berger,2026-08-19 09:15:00,2026-08-19 09:00:00,Sunday,light rain,24.2,0.21,medium,2,Y,mixed,6,1,1.0,3
2026-08-17,lagos-badagry expressway,mile2-festac,2026-08-19 19:38:00,2026-08-19 19:00:00,Monday,heavy rain,22.3,0.53,high,3,Y/R,mixed,0,5,2.0,3
2026-08-16,funsho williams avenue,unknown,2026-08-19 11:19:00,2026-08-19 11:00:00,Sunday,mostly cloudy,24.7,0.11,low,1,G,road segment,6,0,0.0,1
2026-08-08,ikorodu road,unknown,2026-08-19 08:12:00,2026-08-19 08:00:00,Monday,cloudy,25.4,0.1,medium,2,Y,junction,0,1,1.0,2
2026-08-09,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 20:48:00,2026-08-19 20:00:00,Saturday,light rain,25.7,0.4,low,1,G/Y,none evident,5,3,0.0,0
2026-08-13,funsho williams avenue,unknown,2026-08-19 13:29:00,2026-08-19 13:00:00,Tuesday,partly sunny,26.9,0.09,low,1,G/R,none evident,1,4,0.0,0
2026-09-09,third mainland bridge,oworonshole-adekunle,2026-08-19 20:53:00,2026-08-19 20:00:00,Monday,cloudy,25.0,0.1,medium,2,Y/R,mixed,0,5,1.0,3
2026-09-03,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 14:10:00,2026-08-19 14:00:00,Tuesday,cloudy,27.1,0.13,low,1,G,none evident,1,0,0.0,0
2026-09-02,funsho williams avenue,unknown,2026-08-19 21:33:00,2026-08-19 21:00:00,Sunday,cloudy,27.0,0.23,low,1,G/Y,none evident,6,3,0.0,0
2026-08-02,lagos-badagry expressway,mile2-festac,2026-08-19 17:11:00,2026-08-19 17:00:00,Tuesday,heavy rain,23.7,0.61,high,3,G/Y/R,junction,1,6,2.0,2
2026-09-11,apapa-oshodi expressway,mile2-oshodi,2026-08-19 12:48:00,2026-08-19 12:00:00,Sunday,partly sunny,26.1,0.1,low,1,G/R,none evident,6,4,0.0,0
2026-09-01,lagos-badagry expressway,mile2-festac,2026-08-19 13:44:00,2026-08-19 13:00:00,Tuesday,heavy rain,24.2,0.67,low,1,G/Y,none evident,1,3,0.0,0
2026-08-25,apapa-oshodi expressway,mile2-oshodi,2026-08-19 12:42:00,2026-08-19 12:00:00,Friday,light rain,23.5,0.36,low,1,G/R,none evident,4,4,0.0,0
2026-08-28,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 09:23:00,2026-08-19 09:00:00,Wednesday,cloudy,25.2,0.21,high,3,G/Y/R,mixed,2,6,2.0,3
2026-09-11,lagos-ibadan expressway,ojota-berger,2026-08-19 15:37:00,2026-08-19 15:00:00,Tuesday,heavy rain,23.6,0.71,medium,2,Y/R,mixed,1,5,1.0,3
2026-08-16,lagos-badagry expressway,mile2-festac,2026-08-19 19:45:00,2026-08-19 19:00:00,Wednesday,heavy rain,22.6,0.56,high,3,R,road segment,2,2,2.0,1
2026-08-11,apapa-oshodi expressway,mile2-oshodi,2026-08-19 20:31:00,2026-08-19 20:00:00,Tuesday,mostly cloudy,25.1,0.2,low,1,G/Y,road segment,1,3,0.0,1
2026-08-07,lagos-badagry expressway,mile2-festac,2026-08-19 16:16:00,2026-08-19 16:00:00,Sunday,mostly cloudy,25.9,0.1,high,3,G/Y/R,junction,6,6,2.0,2
2026-08-07,lagos-badagry expressway,mile2-festac,2026-08-19 09:06:00,2026-08-19 09:00:00,Saturday,cloudy,27.5,0.12,medium,2,G/Y,road segment,5,3,1.0,1
2026-08-06,third mainland bridge,oworonshole-adekunle,2026-08-19 06:55:00,2026-08-19 06:00:00,Saturday,cloudy,27.5,0.2,low,1,G/R,none evident,5,4,0.0,0
2026-09-09,lagos-ibadan expressway,ojota-berger,2026-08-19 16:44:00,2026-08-19 16:00:00,Friday,cloudy,26.5,0.22,medium,2,Y,road segment,4,1,1.0,1
2026-09-15,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 18:27:00,2026-08-19 18:00:00,Tuesday,partly sunny,27.8,0.13,high,3,R,junction,1,2,2.0,2
2026-08-07,funsho williams avenue,unknown,2026-08-19 12:08:00,2026-08-19 12:00:00,Tuesday,heavy rain,22.9,0.84,low,1,G/Y,road segment,1,3,0.0,1
2026-08-20,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 10:10:00,2026-08-19 10:00:00,Saturday,light rain,23.7,0.33,low,1,G,road segment,5,0,0.0,1
2026-08-05,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 18:32:00,2026-08-19 18:00:00,Sunday,partly sunny,26.1,0.12,high,3,Y/R,mixed,6,5,2.0,3
2026-08-03,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 08:52:00,2026-08-19 08:00:00,Monday,mostly cloudy,25.8,0.1,high,3,R,mixed,0,2,2.0,3
2026-09-08,third mainland bridge,oworonshole-adekunle,2026-08-19 13:10:00,2026-08-19 13:00:00,Sunday,cloudy,26.8,0.21,low,1,G,road segment,6,0,0.0,1
2026-08-02,apapa-oshodi expressway,mile2-oshodi,2026-08-19 15:49:00,2026-08-19 15:00:00,Saturday,cloudy,26.6,0.23,medium,2,Y,junction,5,1,1.0,2
2026-08-23,third mainland bridge,oworonshole-adekunle,2026-08-19 20:35:00,2026-08-19 20:00:00,Thursday,mostly cloudy,24.5,0.14,low,1,G,none evident,3,0,0.0,0
2026-08-26,lagos-ibadan expressway,ojota-berger,2026-08-19 17:07:00,2026-08-19 17:00:00,Thursday,mostly cloudy,25.5,0.19,high,3,G/Y/R,junction,3,6,2.0,2
2026-08-04,funsho williams avenue,unknown,2026-08-19 16:51:00,2026-08-19 16:00:00,Wednesday,mostly cloudy,25.4,0.19,medium,2,G/Y,junction,2,3,1.0,2
2026-09-14,lagos-badagry expressway,mile2-festac,2026-08-19 10:54:00,2026-08-19 10:00:00,Sunday,light rain,25.7,0.21,low,1,G,road segment,6,0,0.0,1
2026-09-08,ikorodu road,unknown,2026-08-19 08:14:00,2026-08-19 08:00:00,Thursday,light rain,24.0,0.34,medium,2,G/Y,junction,3,3,1.0,2
2026-08-22,lagos-badagry expressway,mile2-festac,2026-08-19 18:11:00,2026-08-19 18:00:00,Saturday,partly sunny,28.9,0.08,high,3,G/Y/R,junction,5,6,2.0,2
2026-09-12,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 22:17:00,2026-08-19 22:00:00,Saturday,light rain,25.2,0.37,low,1,G/R,road segment,5,4,0.0,1
2026-08-27,apapa-oshodi expressway,mile2-oshodi,2026-08-19 13:42:00,2026-08-19 13:00:00,Friday,light rain,23.3,0.33,medium,2,Y/R,road segment,4,5,1.0,1
2026-08-19,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 18:12:00,2026-08-19 18:00:00,Friday,partly sunny,28.8,0.06,high,3,R,road segment,4,2,2.0,1
2026-08-21,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 09:09:00,2026-08-19 09:00:00,Monday,cloudy,27.0,0.11,medium,2,Y,road segment,0,1,1.0,1
2026-08-28,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 08:38:00,2026-08-19 08:00:00,Tuesday,mostly cloudy,25.7,0.13,high,3,G/Y/R,road segment,1,6,2.0,1
2026-09-06,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 09:12:00,2026-08-19 09:00:00,Thursday,cloudy,27.7,0.12,high,3,R,road segment,3,2,2.0,1
2026-08-09,lagos-ibadan expressway,ojota-berger,2026-08-19 15:49:00,2026-08-19 15:00:00,Sunday,cloudy,26.9,0.13,medium,2,G/Y,junction,6,3,1.0,2
2026-08-07,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 16:42:00,2026-08-19 16:00:00,Sunday,light rain,24.3,0.39,medium,2,Y,junction,6,1,1.0,2
2026-08-20,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 07:00:00,2026-08-19 07:00:00,Wednesday,mostly cloudy,24.5,0.2,high,3,Y/R,road segment,2,5,2.0,1
2026-08-11,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 13:36:00,2026-08-19 13:00:00,Wednesday,partly sunny,28.8,0.06,low,1,G,road segment,2,0,0.0,1
2026-08-23,third mainland bridge,oworonshole-adekunle,2026-08-19 12:18:00,2026-08-19 12:00:00,Monday,mostly cloudy,24.1,0.13,medium,2,Y,road segment,0,1,1.0,1
2026-08-24,lagos-badagry expressway,mile2-festac,2026-08-19 14:29:00,2026-08-19 14:00:00,Monday,partly sunny,26.3,0.12,medium,2,Y,mixed,0,1,1.0,3
2026-08-23,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 16:53:00,2026-08-19 16:00:00,Sunday,mostly cloudy,24.3,0.14,high,3,R,junction,6,2,2.0,2
2026-08-11,lagos-ibadan expressway,ojota-berger,2026-08-19 08:57:00,2026-08-19 08:00:00,Tuesday,light rain,24.1,0.22,high,3,R,mixed,1,2,2.0,3
2026-08-06,ikorodu road,unknown,2026-08-19 10:13:00,2026-08-19 10:00:00,Wednesday,mostly cloudy,25.6,0.15,low,1,G/R,road segment,2,4,0.0,1
2026-09-14,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 20:06:00,2026-08-19 20:00:00,Saturday,heavy rain,23.3,0.67,low,1,G/Y,none evident,5,3,0.0,0
2026-09-11,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 17:14:00,2026-08-19 17:00:00,Sunday,light rain,24.5,0.38,high,3,Y/R,mixed,6,5,2.0,3
2026-09-01,funsho williams avenue,unknown,2026-08-19 20:07:00,2026-08-19 20:00:00,Wednesday,heavy rain,22.3,0.8,medium,2,Y/R,mixed,2,5,1.0,3
2026-09-06,ikorodu road,unknown,2026-08-19 20:31:00,2026-08-19 20:00:00,Thursday,partly sunny,27.0,0.08,medium,2,Y/R,mixed,3,5,1.0,3
2026-08-08,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 11:42:00,2026-08-19 11:00:00,Tuesday,partly sunny,27.8,0.06,low,1,G/R,none evident,1,4,0.0,0
2026-08-03,ikorodu road,unknown,2026-08-19 08:26:00,2026-08-19 08:00:00,Friday,light rain,24.0,0.26,medium,2,G/Y,road segment,4,3,1.0,1
2026-08-04,lagos-badagry expressway,mile2-festac,2026-08-19 18:51:00,2026-08-19 18:00:00,Sunday,cloudy,27.9,0.12,high,3,G/Y/R,road segment,6,6,2.0,1
2026-08-16,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 08:53:00,2026-08-19 08:00:00,Monday,mostly cloudy,25.6,0.12,high,3,R,mixed,0,2,2.0,3
2026-09-02,third mainland bridge,oworonshole-adekunle,2026-08-19 14:45:00,2026-08-19 14:00:00,Saturday,cloudy,27.7,0.17,low,1,G,road segment,5,0,0.0,1
2026-08-25,lagos-badagry expressway,mile2-festac,2026-08-19 14:00:00,2026-08-19 14:00:00,Tuesday,mostly cloudy,26.4,0.18,medium,2,G/Y,mixed,1,3,1.0,3
2026-08-18,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 08:48:00,2026-08-19 08:00:00,Wednesday,light rain,24.4,0.33,high,3,G/Y/R,junction,2,6,2.0,2
2026-08-03,funsho williams avenue,unknown,2026-08-19 15:50:00,2026-08-19 15:00:00,Friday,mostly cloudy,24.2,0.17,medium,2,Y,road segment,4,1,1.0,1
2026-09-07,funsho williams avenue,unknown,2026-08-19 14:44:00,2026-08-19 14:00:00,Thursday,partly sunny,27.0,0.11,low,1,G/Y,none evident,3,3,0.0,0
2026-08-29,apapa-oshodi expressway,mile2-oshodi,2026-08-19 14:28:00,2026-08-19 14:00:00,Wednesday,mostly cloudy,25.7,0.11,low,1,G,none evident,2,0,0.0,0
2026-09-13,ikorodu road,unknown,2026-08-19 07:30:00,2026-08-19 07:00:00,Friday,heavy rain,23.1,0.75,high,3,Y/R,road segment,4,5,2.0,1
2026-08-24,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 09:27:00,2026-08-19 09:00:00,Saturday,light rain,24.6,0.2,medium,2,Y,mixed,5,1,1.0,3
2026-08-19,third mainland bridge,oworonshole-adekunle,2026-08-19 06:40:00,2026-08-19 06:00:00,Saturday,partly sunny,27.1,0.11,low,1,G/Y,road segment,5,3,0.0,1
2026-08-19,ikorodu road,unknown,2026-08-19 09:05:00,2026-08-19 09:00:00,Friday,light rain,23.7,0.35,high,3,G/Y/R,mixed,4,6,2.0,3
2026-09-10,lagos-ibadan expressway,ojota-berger,2026-08-19 17:44:00,2026-08-19 17:00:00,Monday,mostly cloudy,24.3,0.12,high,3,R,junction,0,2,2.0,2
2026-08-11,funsho williams avenue,unknown,2026-08-19 15:07:00,2026-08-19 15:00:00,Friday,mostly cloudy,26.9,0.18,medium,2,Y/R,mixed,4,5,1.0,3
2026-08-20,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 14:34:00,2026-08-19 14:00:00,Saturday,light rain,25.6,0.33,medium,2,Y/R,junction,5,5,1.0,2
2026-08-31,ikorodu road,unknown,2026-08-19 13:20:00,2026-08-19 13:00:00,Friday,light rain,23.1,0.23,medium,2,Y,junction,4,1,1.0,2
2026-08-08,funsho williams avenue,unknown,2026-08-19 17:17:00,2026-08-19 17:00:00,Tuesday,light rain,25.4,0.2,high,3,G/Y/R,mixed,1,6,2.0,3
2026-09-09,third mainland bridge,oworonshole-adekunle,2026-08-19 10:28:00,2026-08-19 10:00:00,Monday,mostly cloudy,24.8,0.1,low,1,G,none evident,0,0,0.0,0
2026-08-13,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 14:58:00,2026-08-19 14:00:00,Saturday,mostly cloudy,25.1,0.19,medium,2,Y,mixed,5,1,1.0,3
2026-08-18,ikorodu road,unknown,2026-08-19 18:44:00,2026-08-19 18:00:00,Saturday,partly sunny,28.6,0.14,high,3,G/Y/R,mixed,5,6,2.0,3
2026-09-06,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 22:46:00,2026-08-19 22:00:00,Friday,heavy rain,22.9,0.8,low,1,G/R,road segment,4,4,0.0,1
2026-08-20,third mainland bridge,oworonshole-adekunle,2026-08-19 15:04:00,2026-08-19 15:00:00,Tuesday,partly sunny,28.8,0.13,medium,2,Y/R,junction,1,5,1.0,2
2026-08-09,lagos-badagry expressway,mile2-festac,2026-08-19 19:06:00,2026-08-19 19:00:00,Saturday,mostly cloudy,25.5,0.18,medium,2,G/Y,road segment,5,3,1.0,1
2026-08-08,lagos-badagry expressway,mile2-festac,2026-08-19 14:55:00,2026-08-19 14:00:00,Monday,partly sunny,25.6,0.12,medium,2,Y/R,mixed,0,5,1.0,3
2026-09-11,lagos-ibadan expressway,ojota-berger,2026-08-19 16:06:00,2026-08-19 16:00:00,Sunday,mostly cloudy,25.0,0.16,medium,2,G/Y,road segment,6,3,1.0,1
2026-09-08,third mainland bridge,oworonshole-adekunle,2026-08-19 17:04:00,2026-08-19 17:00:00,Sunday,partly sunny,26.7,0.07,high,3,R,mixed,6,2,2.0,3
2026-08-12,third mainland bridge,oworonshole-adekunle,2026-08-19 20:28:00,2026-08-19 20:00:00,Thursday,mostly cloudy,25.9,0.13,low,1,G/R,road segment,3,4,0.0,1
2026-09-04,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 19:16:00,2026-08-19 19:00:00,Friday,partly sunny,28.4,0.07,high,3,Y/R,junction,4,5,2.0,2
2026-08-27,apapa-oshodi expressway,mile2-oshodi,2026-08-19 15:03:00,2026-08-19 15:00:00,Thursday,partly sunny,27.9,0.1,medium,2,Y/R,junction,3,5,1.0,2
2026-09-03,apapa-oshodi expressway,mile2-oshodi,2026-08-19 17:21:00,2026-08-19 17:00:00,Thursday,partly sunny,27.2,0.08,high,3,G/Y/R,mixed,3,6,2.0,3
2026-09-08,funsho williams avenue,unknown,2026-08-19 20:21:00,2026-08-19 20:00:00,Sunday,heavy rain,22.8,0.57,low,1,G/R,none evident,6,4,0.0,0
2026-09-09,lagos-badagry expressway,mile2-festac,2026-08-19 17:26:00,2026-08-19 17:00:00,Sunday,light rain,25.6,0.39,high,3,Y/R,junction,6,5,2.0,2
2026-08-28,lagos-badagry expressway,mile2-festac,2026-08-19 18:50:00,2026-08-19 18:00:00,Saturday,partly sunny,28.4,0.15,high,3,Y/R,road segment,5,5,2.0,1
2026-08-04,third mainland bridge,oworonshole-adekunle,2026-08-19 13:55:00,2026-08-19 13:00:00,Monday,cloudy,26.5,0.18,low,1,G/Y,road segment,0,3,0.0,1
2026-08-23,third mainland bridge,oworonshole-adekunle,2026-08-19 11:48:00,2026-08-19 11:00:00,Saturday,heavy rain,22.2,0.72,low,1,G/R,road segment,5,4,0.0,1
2026-08-24,lagos-abeokuta expressway,abule egba-iyana ipaja,2026-08-19 13:02:00,2026-08-19 13:00:00,Monday,light rain,24.6,0.27,low,1,G/R,road segment,0,4,0.0,1
2026-08-20,lagos-ibadan expressway,ojota-berger,2026-08-19 18:09:00,2026-08-19 18:00:00,Wednesday,mostly cloudy,24.1,0.16,high,3,G/Y/R,road segment,2,6,2.0,1
2026-08-20,lagos-ibadan expressway,ojota-berger,2026-08-19 15:08:00,2026-08-19 15:00:00,Friday,mostly cloudy,25.9,0.12,medium,2,G/Y,junction,4,3,1.0,2
2026-09-02,lagos-badagry expressway,mile2-festac,2026-08-19 10:27:00,2026-08-19 10:00:00,Thursday,light rain,24.1,0.37,low,1,G/R,road segment,3,4,0.0,1
2026-09-13,ikorodu road,unknown,2026-08-19 18:31:00,2026-08-19 18:00:00,Tuesday,heavy rain,22.8,0.82,high,3,R,mixed,1,2,2.0,3
2026-08-28,lagos-ibadan expressway,ojota-berger,2026-08-19 08:25:00,2026-08-19 08:00:00,Sunday,cloudy,25.5,0.18,medium,2,G/Y,road segment,6,3,1.0,1
2026-08-05,funsho williams avenue,unknown,2026-08-19 12:40:00,2026-08-19 12:00:00,Friday,partly sunny,26.6,0.1,low,1,G/R,road segment,4,4,0.0,1
2026-09-12,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 14:26:00,2026-08-19 14:00:00,Tuesday,partly sunny,26.1,0.12,medium,2,G/Y,mixed,1,3,1.0,3
2026-09-15,third mainland bridge,oworonshole-adekunle,2026-08-19 14:09:00,2026-08-19 14:00:00,Wednesday,light rain,23.4,0.32,medium,2,Y,mixed,2,1,1.0,3
2026-08-04,lagos-badagry expressway,mile2-festac,2026-08-19 07:52:00,2026-08-19 07:00:00,Thursday,partly sunny,27.1,0.06,high,3,G/Y/R,junction,3,6,2.0,2
2026-08-18,lagos-ibadan expressway,ojota-berger,2026-08-19 10:09:00,2026-08-19 10:00:00,Tuesday,light rain,24.4,0.28,low,1,G,none evident,1,0,0.0,0
2026-09-12,third mainland bridge,oworonshole-adekunle,2026-08-19 13:03:00,2026-08-19 13:00:00,Thursday,cloudy,26.4,0.11,low,1,G/Y,road segment,3,3,0.0,1
2026-08-28,lagos-badagry expressway,mile2-festac,2026-08-19 16:30:00,2026-08-19 16:00:00,Sunday,light rain,25.4,0.4,medium,2,G/Y,mixed,6,3,1.0,3
2026-09-01,third mainland bridge,oworonshole-adekunle,2026-08-19 08:40:00,2026-08-19 08:00:00,Wednesday,cloudy,27.0,0.15,high,3,Y/R,road segment,2,5,2.0,1
2026-08-17,funsho williams avenue,unknown,2026-08-19 07:16:00,2026-08-19 07:00:00,Friday,cloudy,27.3,0.15,high,3,R,mixed,4,2,2.0,3
2026-08-12,third mainland bridge,oworonshole-adekunle,2026-08-19 19:52:00,2026-08-19 19:00:00,Monday,light rain,23.4,0.24,high,3,R,junction,0,2,2.0,2
2026-09-15,lekki-epe expressway,lekkiphase1-ajah,2026-08-19 22:42:00,2026-08-19 22:00:00,Sunday,cloudy,26.6,0.13,low,1,G/R,none evident,6,4,0.0,0
2026-08-28,lagos-badagry expressway,mile2-festac,2026-08-19 12:42:00,2026-08-19 12:00:00,Sunday,light rain,24.4,0.23,low,1,G/R,none evident,6,4,0.0,0
2026-08-05,lagos-badagry expressway,mile2-festac,2026-08-19 20:51:00,2026-08-19 20:00:00,Saturday,heavy rain,22.4,0.79,low,1,G/R,road segment,5,4,0.0,1
2026-09-11,third mainland bridge,oworonshole-adekunle,2026-08-19 12:30:00,2026-08-19 12:00:00,Tuesday,light rain,24.6,0.32,low,1,G,none evident,1,0,0.0,0
2026-08-13,lagos-ibadan expressway,ojota-berger,2026-08-19 19:37:00,2026-08-19 19:00:00,Monday,partly sunny,26.6,0.05,high,3,G/Y/R,road segment,0,6,2.0,1
2026-09-10,funsho williams avenue,unknown,2026-08-19 20:08:00,2026-08-19 20:00:00,Tuesday,partly sunny,28.5,0.08,medium,2,Y/R,road segment,1,5,1.0,1
2026-08-24,apapa-oshodi expressway,mile2-oshodi,2026-08-19 11:20:00,2026-08-19 11:00:00,Sunday,mostly cloudy,26.9,0.19,low,1,G/R,none evident,6,4,0.0,0
2026-08-12,lagos-ibadan expressway,ojota-berger,2026-08-19 09:27:00,2026-08-19 09:00:00,Monday,light rain,24.2,0.23,medium,2,G/Y/R,junction,0,6,1.0,2
2026-08-18,lagos-badagry expressway,mile2-festac,2026-08-19 20:20:00,2026-08-19 20:00:00,Wednesday,cloudy,25.5,0.23,low,1,G,road segment,2,0,0.0,1
